Origin Image,Barcode,Herbarium of Origin,Associated duplicates in Virtual Herbarium,Indicated duplicates the voucher specimen,Rank:,Scientific Name,"Determination qualifier (cf., aff. ou !)",Family,Genus,Species,subsp./var./forma,Author of Taxon,Determiner,Determination Date ,Type,Collector,Other Collectors,Collection Number,From:,To:,Plant description,Country,State,City,Description of Location,Elevation Minimum,Elevation Maximum,Measurement unit,Latitude Minimum,Latitude Maximum,Longitude Minimum,Longitude Maximum,Comments,Updated by,Updated
ESA,ESA00137184,ESA,,,Species,FABACEAE Copaifera langsdorffii Desf.,,Fabaceae,Copaifera,langsdorffii,,Desf.,No determiner,,no,"Colletta, G. D",,2363,11/17/2015,,"Árvore, 10m, (estéril)",Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual de Carlos Botelho, trilha interna Km 26",,820,METRO,,,,,,,
ESA,ESA00137197,ESA,,,Species,FABACEAE Copaifera trapezifolia Hayne,,Fabaceae,Copaifera,trapezifolia,,Hayne,No determiner,,no,"Colletta, G. D",,2376,11/18/2015,,"Árvore, 25m (estéril)",Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual de Carlos Botelho, trilha interna Km 39",,820,METRO,,,,,,,
ESA,ESA00137204,ESA,,,Species,FABACEAE Inga sessilis (Vell.) Mart.,,Fabaceae,Inga,sessilis,,(Vell.) Mart.,No determiner,,no,"Colletta, G. D",,2383,11/18/2015,,"Árvore, 7m, (estéril)",Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual de Carlos Botelho, trilha interna Km 46",,820,METRO,,,,,,,
ESA,ESA00137230,ESA,,,Genus,FABACEAE ,,Fabaceae,Ormosia,,,,No determiner,,no,"Colletta, G. D",,2409,11/18/2015,,"Árvore, 6m (estéril)",Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual de Carlos Botelho, trilha interna Km 72",,820,METRO,,,,,,,
ESA,ESA00137242,ESA,,,Species,FABACEAE ,,Fabaceae,Senna,multijuga,,,No determiner,,no,"Colletta, G. D",,2421,11/18/2015,,"Árvore, 10 m, (estéril)",Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual de Carlos Botelho, trilha interna Km 84",,820,METRO,,,,,,,
ESA,ESA00137651,ESA,,,Family,FABACEAE ,,Fabaceae,,,,,No determiner,,no,T.B. Flores,,2403,23/10/2016,,Árvore ca. 5m de alt. Flores alvas,Brasil,São Paulo,Guarujá,Mata de encosta,,,METRO,,,,,,,
ESA,ESA00138794,ESA,,,Species,FABACEAE Centrosema angustifolium (Kunth) Benth.,,Fabaceae,Centrosema,angustifolium,,(Kunth) Benth.,"Souza, V.C.",02/26/2017,no,"Souza, V.C.","Flores, T.B.",40481,02/26/2017,,Rastejante; flores roxas.,Brasil,São Paulo,Itirapina,"Estrada Municipal Manoel Nunes, entre Itirapina e Brotas, próximo ao pedágio. Cerrado degradado.",,,METRO,"22264647º 0' 0"" S",,"47908157º 0' 0"" W",,,,
ESA,ESA00139022,ESA,,,Species,FABACEAE Hymenaea martiana Hayne,,Fabaceae,Hymenaea,martiana,,Hayne,No determiner,,no,"Colletta, G.D",,2534,03/22/2016,,"Árvore, 3,5m, estéril",Brasil,São Paulo,Assis,Estação Ecológica de Assis. Cerrado.,,,METRO,,,,,,,
ESA,ESA00139032,ESA,,,Species,FABACEAE Machaerium acutifolium Vogel,,Fabaceae,Machaerium,acutifolium,,Vogel,No determiner,,no,"Colletta, G.D",,2544,03/22/2016,,"Árvore, 4m, estéril",Brasil,São Paulo,Assis,Estação Ecológica de Assis. Cerrado.,,,METRO,,,,,,,
ESA,ESA00139034,ESA,,,Species,FABACEAE Bauhinia holophylla (Bong.) Steud.,,Fabaceae,Bauhinia,holophylla,,(Bong.) Steud.,No determiner,,no,"Colletta, G.D",,2546,03/22/2016,,"Arvoreta, 2m.",Brasil,São Paulo,Assis,Estação Ecológica de Assis. Cerrado.,,,METRO,,,,,,,
ESA,ESA00139128,ESA,,,Species,FABACEAE Andira fraxinifolia Benth.,,Fabaceae,Andira,fraxinifolia,,Benth.,No determiner,,no,"Colletta, G.D",,2647,03/30/2016,,"Árvore, 8m, estéril",Brasil,São Paulo,Cananéia,Ilha do Cardoso,,,METRO,,,,,,,
ESA,ESA00139134,ESA,,,Species,FABACEAE Sophora tomentosa L.,,Fabaceae,Sophora,tomentosa,,L.,No determiner,,no,"Colletta, G.D",,2653,03/30/2016,,"Árvore, 3m, frutos acastanhados",Brasil,São Paulo,Cananéia,Ilha do Cardoso,,,METRO,,,,,,,
ESA,ESA00141513,ESA,,,Species,FABACEAE ,,Fabaceae,Chamaecrista,ramosa,,,"Souza, V.C.",11/02/2018,no,"Souza, V.C.",,41236,11/02/2018,,Erva rastejante; flores amarelas.,Brasil,São Paulo,Itanhaém,Bairro Santa Cruz. Rua São Roque. Floresta de restinga.,,,METRO,"24247022º 0' 0"" S",,"46905323º 0' 0"" W",,,,
ESA,ESA00141524,ESA,,,Species,FABACEAE ,,Fabaceae,Abarema,lusoria,,,"Souza, V.C.",11/02/2018,no,"Souza, V.C.",,41247,11/02/2018,,"Arvoreta, ca. 3 m alt.; filetes alvos; frutos castanhos com sementes pretas e brancas.",Brasil,São Paulo,Itanhaém,Bairro Santa Cruz. Rua São Roque. Floresta de restinga.,,,METRO,,,,,,,
ESA,ESA00141540,ESA,,,Genus,FABACEAE ,,Fabaceae,Mimosa,,,,No determiner,,no,"Souza, V.C.",,41263,11/03/2018,,"Subarbusto, ca. 1,2 m alt.; filetes róseos.",Brasil,São Paulo,Peruíbe,Loteamento Marambaia II. Floresta de Restinga,,,METRO,,,,,,,
ESA,ESA00141542,ESA,,,Species,FABACEAE Andira fraxinifolia Benth.,,Fabaceae,Andira,fraxinifolia,,Benth.,"Souza, V.C.",11/03/2018,no,"Souza, V.C.",,41265,11/03/2018,,"Árvore, ca. 5 m alt.; flores roxas.",Brasil,São Paulo,Peruíbe,Loteamento Marambaia II. Floresta de Restinga,,,METRO,,,,,,,
ESA,ESA00141554,ESA,,,Species,FABACEAE Mucuna urens (L.) Medik.,,Fabaceae,Mucuna,urens,,(L.) Medik.,"Souza, V.C.",11/03/2018,no,"Souza, V.C.",,41277,11/03/2018,,Trepadeira; corola castanho-arroxeada.,Brasil,São Paulo,Peruíbe,Floresta de Restinga próximo à Praia do Guaraú.,,,METRO,"24375296º 0' 0"" S",,"47022535º 0' 0"" W",,,,
ESA,ESA00141680,ESA,,,Genus,FABACEAE ,,Fabaceae,Zornia,,,,No determiner,,no,"Souza, V.C.",,41403,12/26/2018,,"Erva ereta, ca. 30 cm alt.; flores amarelas com centro vermelho.",Brasil,São Paulo,Piracicaba,Godinho. Floresta Estacional Decidual,,,METRO,"39º 2' 49"" N",,"39º 51' 36"" E",,,,
ESA,ESA00141683,ESA,,,Species,FABACEAE Senegalia tenuifolia (L.) Britton & Rose,,Fabaceae,Senegalia,tenuifolia,,(L.) Britton & Rose,"Souza, V.C.",12/26/2018,no,"Souza, V.C.",,41406,12/26/2018,,Arbusto com ramos escandentes; flores creme.,Brasil,São Paulo,Piracicaba,Godinho. Floresta Estacional Decidual,,,METRO,"39º 2' 49"" N",,"39º 51' 36"" E",,,,
ESA,ESA00141687,ESA,,,Family,FABACEAE ,,Fabaceae,,,,,No determiner,,no,"Souza, V.C.",,41410,12/26/2018,,Volúvel; flores róseas.,Brasil,São Paulo,Piracicaba,Godinho. Floresta Estacional Decidual,,,METRO,"39º 2' 49"" N",,"39º 51' 36"" E",,,,
ESA,ESA00141698,ESA,,,Species,FABACEAE ,,Fabaceae,Bauhinia,forficata,,,"Souza, V.C.",12/27/2018,no,"Souza, V.C.",,41421,12/27/2018,,"Árvore, até 5 m alt.; pétalas alvas.",Brasil,São Paulo,Mombuca,Mata do Pinheirinho. Usina Rosana. Floresta Estacional Semidecidual.,581,,METRO,"22924245º 0' 0"" S",,"47662830º 0' 0"" W",,,,
ESA,ESA00141700,ESA,,,Species,FABACEAE Peltophorum dubium (Spreng.) Taub.,,Fabaceae,Peltophorum,dubium,,(Spreng.) Taub.,"Souza, V.C.",12/27/2018,no,"Souza, V.C.",,41423,12/27/2018,,"Árvore, ca. 9 m alt.; flores amarelas.",Brasil,São Paulo,Mombuca,Mata do Pinheirinho. Usina Rosana. Floresta Estacional Semidecidual.,581,,METRO,"22924245º 0' 0"" S",,"47662830º 0' 0"" W",,,,
ESA,ESA00141712,ESA,,,Species,FABACEAE ,,Fabaceae,Inga,vera,,,"Souza, V.C.",12/27/2018,no,"Souza, V.C.",,41435,12/27/2018,,"Árvore, ca. 6 m alt.; frutos verdes.",Brasil,São Paulo,Mombuca,Mata do Pinheirinho. Usina Rosana. Floresta Estacional Semidecidual.,581,,METRO,"22924245º 0' 0"" S",,"47662830º 0' 0"" W",,,,
ESA,ESA00142854,ESA,,,Species,FABACEAE ,,Fabaceae,Caesalpinia,echinata,,,No determiner,,no,"Negraes, P.F.",,s.n.,--/--/33891,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA00142946,ESA,,,Genus,FABACEAE ,,Fabaceae,Chamaecrista,,,,No determiner,,no,"Souza, V.C.","Silva. R.,Brito, T.R.O.,Oliveira, M.G.M.,Prado, T.C.",42491,03/15/2019,,"Subarbusto, ca. 80 cm alt.; flores amarelas.",Brasil,São Paulo,Piracicaba,"Estrada Piracicaba - São Pedro. Parque Ecológico Municipal. Área de restauração de Floresta Estacional Semidecidual, com transição para Floresta Ciliar.",,,METRO,"22685249º 0' 0"" S",,"47681203º 0' 0"" W",,,,
ESA,ESA00142948,ESA,,,Species,FABACEAE Enterolobium contortisiliquum (Vell.) Morong,,Fabaceae,Enterolobium,contortisiliquum,,(Vell.) Morong,"Souza, V.C.",03/15/2019,no,"Souza, V.C.","Silva. R.,Brito, T.R.O.,Oliveira, M.G.M.,Prado, T.C.",42493,03/15/2019,,"Árvore, ca. 15 m alt.; frutos imaturos verdes.",Brasil,São Paulo,Piracicaba,"Estrada Piracicaba - São Pedro. Parque Ecológico Municipal. Área de restauração de Floresta Estacional Semidecidual, com transição para Floresta Ciliar.",,,METRO,"22685249º 0' 0"" S",,"47681203º 0' 0"" W",,,,
ESA,ESA00142949,ESA,,,Genus,FABACEAE ,,Fabaceae,Mimosa,,,,No determiner,,no,"Souza, V.C.","Silva. R.,Brito, T.R.O.,Oliveira, M.G.M.,Prado, T.C.",42494,03/15/2019,,"Subarbusto, ca. 1 m alt.; flores passando de rosa-forte para róseas.",Brasil,São Paulo,Piracicaba,"Estrada Piracicaba - São Pedro. Parque Ecológico Municipal. Área de restauração de Floresta Estacional Semidecidual, com transição para Floresta Ciliar.",,,METRO,"22685249º 0' 0"" S",,"47681203º 0' 0"" W",,,,
ESA,ESA00142950,ESA,,,Species,FABACEAE ,,Fabaceae,samanea,tubulosa,,,"Souza, V.C.",03/15/2019,no,"Souza, V.C.","Silva. R.,Brito, T.R.O.,Oliveira, M.G.M.,Prado, T.C.",42495,03/15/2019,,"Árvore, ca. 7 m alt.; filetes com base creme e ápice roxo.",Brasil,São Paulo,Piracicaba,"Estrada Piracicaba - São Pedro. Parque Ecológico Municipal. Área de restauração de Floresta Estacional Semidecidual, com transição para Floresta Ciliar.",,,METRO,"22685249º 0' 0"" S",,"47681203º 0' 0"" W",,,,
ESA,ESA00142953,ESA,,,Species,FABACEAE ,,Fabaceae,Lonchocarpus,cultratus,,,"Souza, V.C.",03/15/2019,no,"Souza, V.C.","Silva. R.,Brito, T.R.O.,Oliveira, M.G.M.,Prado, T.C.",42498,03/15/2019,,"Árvore, ca. 4 m alt.; flores róseas.",Brasil,São Paulo,Piracicaba,"Estrada Piracicaba - São Pedro. Parque Ecológico Municipal. Área de restauração de Floresta Estacional Semidecidual, com transição para Floresta Ciliar.",,,METRO,"22685249º 0' 0"" S",,"47681203º 0' 0"" W",,,,
ESA,ESA00142956,ESA,,,Species,FABACEAE ,,Fabaceae,Parapiptadenia,rigida,,,"Souza, V.C.",03/15/2019,no,"Souza, V.C.","Silva. R.,Brito, T.R.O.,Oliveira, M.G.M.,Prado, T.C.",42501,03/15/2019,,"Árvore, ca. 5 m alt.; frutos imaturos verdes.",Brasil,São Paulo,Piracicaba,"Estrada Piracicaba - São Pedro. Parque Ecológico Municipal. Área de restauração de Floresta Estacional Semidecidual, com transição para Floresta Ciliar.",,,METRO,"22685249º 0' 0"" S",,"47681203º 0' 0"" W",,,,
ESA,ESA00142957,ESA,,,Species,FABACEAE ,,Fabaceae,Inga,vera,,,"Souza, V.C.",03/15/2019,no,"Souza, V.C.","Silva. R.,Brito, T.R.O.,Oliveira, M.G.M.,Prado, T.C.",42502,03/15/2019,,"Árvore, ca. 6 m alt.; frutos imaturos verdes.",Brasil,São Paulo,Piracicaba,"Estrada Piracicaba - São Pedro. Parque Ecológico Municipal. Área de restauração de Floresta Estacional Semidecidual, com transição para Floresta Ciliar.",,,METRO,"22685249º 0' 0"" S",,"47681203º 0' 0"" W",,,,
ESA,ESA00142958,ESA,,,Species,FABACEAE ,,Fabaceae,Machaerium,hirtum,,,"Souza, V.C.",03/15/2019,no,"Souza, V.C.","Silva. R.,Brito, T.R.O.,Oliveira, M.G.M.,Prado, T.C.",42503,03/15/2019,,"Árvore, ca. 6 m alt.; frutos imaturos verdes.",Brasil,São Paulo,Piracicaba,"Estrada Piracicaba - São Pedro. Parque Ecológico Municipal. Área de restauração de Floresta Estacional Semidecidual, com transição para Floresta Ciliar.",,,METRO,"22685249º 0' 0"" S",,"47681203º 0' 0"" W",,,,
ESA,ESA00142961,ESA,,,Species,FABACEAE ,,Fabaceae,Platycyamus,regnellii,,,"Souza, V.C.",03/15/2019,no,"Souza, V.C.","Silva. R.,Brito, T.R.O.,Oliveira, M.G.M.,Prado, T.C.",42506,03/15/2019,,"Árvore, ca. 5 m alt. Vegetativo.",Brasil,São Paulo,Piracicaba,"Estrada Piracicaba - São Pedro. Parque Ecológico Municipal. Área de restauração de Floresta Estacional Semidecidual, com transição para Floresta Ciliar.",,,METRO,"22685249º 0' 0"" S",,"47681203º 0' 0"" W",,,,
ESA,ESA00143090,ESA,,,Species,FABACEAE ,,Fabaceae,Centrolobium,tomentosum,,,"Souza, V.C.",03/15/2019,no,"Souza, V.C.","Silva. R.,Brito, T.R.O.,Oliveira, M.G.M.,Prado, T.C.",42479,03/15/2019,,"Árvore, ca. 5 m alt.; flores amarelas.",Brasil,São Paulo,Piracicaba,"Estrada Piracicaba - São Pedro. Parque Ecológico Municipal. Área de restauração de Floresta Estacional Semidecidual, com transição para Floresta Ciliar.",,,METRO,"22685249º 0' 0"" S",,"47681203º 0' 0"" W",,,,
ESA,ESA00143091,ESA,,,Species,FABACEAE ,,Fabaceae,bauhinia,longifolium,,,"Souza, V.C.",03/15/2019,no,"Souza, V.C.","Silva. R.,Brito, T.R.O.,Oliveira, M.G.M.,Prado, T.C.",42480,03/15/2019,,"Árvore, ca. 4 m alt.; flores alvas.",Brasil,São Paulo,Piracicaba,"Estrada Piracicaba - São Pedro. Parque Ecológico Municipal. Área de restauração de Floresta Estacional Semidecidual, com transição para Floresta Ciliar.",,,METRO,"22685249º 0' 0"" S",,"47681203º 0' 0"" W",,,,
ESA,ESA00143093,ESA,,,Species,FABACEAE ,,Fabaceae,Mimosa,bimucronata,,,"Souza, V.C.",03/15/2019,no,"Souza, V.C.","Silva. R.,Brito, T.R.O.,Oliveira, M.G.M.,Prado, T.C.",42482,03/15/2019,,"Arbusto, ca. 4 m alt.; flores alvas.",Brasil,São Paulo,Piracicaba,"Estrada Piracicaba - São Pedro. Parque Ecológico Municipal. Área de restauração de Floresta Estacional Semidecidual, com transição para Floresta Ciliar.",,,METRO,"22685249º 0' 0"" S",,"47681203º 0' 0"" W",,,,
ESA,ESA00143095,ESA,,,Genus,FABACEAE ,,Fabaceae,Senegalia,,,,No determiner,,no,"Souza, V.C.","Silva. R.,Brito, T.R.O.,Oliveira, M.G.M.,Prado, T.C.",42484,03/15/2019,,"Arbusto, ca. 3 m alt.; flores creme.",Brasil,São Paulo,Piracicaba,"Estrada Piracicaba - São Pedro. Parque Ecológico Municipal. Área de restauração de Floresta Estacional Semidecidual, com transição para Floresta Ciliar.",,,METRO,"22685249º 0' 0"" S",,"47681203º 0' 0"" W",,,,
ESA,ESA00143097,ESA,,,Family,FABACEAE ,,Fabaceae,,,,,No determiner,,no,"Souza, V.C.","Silva. R.,Brito, T.R.O.,Oliveira, M.G.M.,Prado, T.C.",42486,03/15/2019,,Volúvel; flores róseas.,Brasil,São Paulo,Piracicaba,"Estrada Piracicaba - São Pedro. Parque Ecológico Municipal. Área de restauração de Floresta Estacional Semidecidual, com transição para Floresta Ciliar.",,,METRO,"22685249º 0' 0"" S",,"47681203º 0' 0"" W",,,,
ESA,ESA00143098,ESA,,,Genus,FABACEAE ,,Fabaceae,Indigofera,,,,No determiner,,no,"Souza, V.C.","Silva. R.,Brito, T.R.O.,Oliveira, M.G.M.,Prado, T.C.",42487,03/15/2019,,"Arbusto, ca. 1,2 m alt.; flores vermelhas.",Brasil,São Paulo,Piracicaba,"Estrada Piracicaba - São Pedro. Parque Ecológico Municipal. Área de restauração de Floresta Estacional Semidecidual, com transição para Floresta Ciliar.",,,METRO,"22685249º 0' 0"" S",,"47681203º 0' 0"" W",,,,
ESA,ESA00144518,ESA,,,Species,FABACEAE ,,Fabaceae,Inga,striata,,,V.C.Souza,--/05/21,no,"Andrade, R.C.",,63,--/2021/2020,,16269,Brasil,São Paulo,Itatinga,ITA_50,,,METRO,"35º 21' 54"" N",,"7º 31' 20"" E",,,,
ESA,ESA00144603,ESA,,,Species,FABACEAE ,,Fabaceae,Machaerium,brasiliense,,,V.C.Souza,--/05/21,no,"Andrade, R.C.",,150,--/2021/2020,,15114,Brasil,São Paulo,Itatinga,ITA_48,,,METRO,"31º 0' 15"" N",,"6º 50' 37"" E",,,,
ESA,ESA00144637,ESA,,,Species,FABACEAE Copaifera langsdorffii Desf.,,Fabaceae,Copaifera,langsdorffii,,Desf.,V.C.Souza,--/09/21,no,"Andrade, R.C.",,189,--/2021/2020,,12262,Brasil,São Paulo,Itatinga,ITA_51,,,METRO,"10º 51' 32"" N",,"7º 49' 54"" E",,,,
ESA,ESA00144704,ESA,,,Species,FABACEAE ,,Fabaceae,Lonchocarpus,cultratus,,,V.C.Souza,--/06/20,no,"Cagnoni, L.B.",,22,--/2021/2020,,8537,Brasil,São Paulo,Itatinga,ITA_29,,,METRO,"34º 49' 29"" N",,"9º 6' 48"" E",,,,
ESA,ESA00144708,ESA,,,Species,FABACEAE ,,Fabaceae,senegalia,fiebrigii,,,V.C.Souza,--/09/21,no,"Cagnoni, L.B.",,26,--/2021/2020,,8528,Brasil,São Paulo,Itatinga,ITA_29,,,METRO,"34º 49' 29"" N",,"9º 6' 48"" E",,,,
ESA,ESA00144730,ESA,,,Species,FABACEAE ,,Fabaceae,Poecilanthe,parviflora,,,V.C.Souza,--/06/20,no,"Cagnoni, L.B.",,48,--/2021/2020,,8539,Brasil,São Paulo,Itatinga,ITA_29,,,METRO,"34º 49' 29"" N",,"9º 6' 48"" E",,,,
ESA,ESA00144745,ESA,,,Species,FABACEAE ,,Fabaceae,cenostigma,pluviosum,,,V.C.Souza,--/06/20,no,"Carioba, T.M.",,5,--/2021/2020,,9617,Brasil,São Paulo,Itatinga,ITA_28,,,METRO,"46º 30' 55"" N",,"20º 37' 41"" E",,,,
ESA,ESA00144751,ESA,,,Species,FABACEAE ,,Fabaceae,Libidibia,ferrea,,,V.C.Souza,--/06/20,no,"Carioba, T.M.",,11,--/2021/2020,,9679,Brasil,São Paulo,Itatinga,ITA_28,,,METRO,"46º 30' 55"" N",,"20º 37' 41"" E",,,,
ESA,ESA00144767,ESA,,,Species,FABACEAE ,,Fabaceae,Inga,marginata,,,V.C.Souza,--/06/20,no,"Carioba, T.M.",,27,--/2021/2020,,9096,Brasil,São Paulo,Itatinga,ITA_28,,,METRO,"46º 30' 55"" N",,"20º 37' 41"" E",,,,
ESA,ESA00144771,ESA,,,Species,FABACEAE ,,Fabaceae,dahlstedtia,muehlbergiana,,,V.C.Souza,--/06/20,no,"Carioba, T.M.",,31,--/2021/2020,,9091,Brasil,São Paulo,Itatinga,ITA_28,,,METRO,"46º 30' 55"" N",,"20º 37' 41"" E",,,,
ESA,ESA00144780,ESA,,,Species,FABACEAE ,,Fabaceae,Erythrina,speciosa,,,V.C.Souza,--/06/20,no,"Carioba, T.M.",,40,--/2021/2020,,9095,Brasil,São Paulo,Itatinga,ITA_28,,,METRO,"46º 30' 55"" N",,"20º 37' 41"" E",,,,
ESA,ESA00144787,ESA,,,Species,FABACEAE ,,Fabaceae,Inga,edulis,,,V.C.Souza,--/06/20,no,"Carioba, T.M.",,48,--/2021/2020,,4122,Brasil,São Paulo,Itatinga,ITA_36,,,METRO,"47º 55' 44"" N",,"0º 15' 22"" W",,,,
ESA,ESA00144793,ESA,,,Family,FABACEAE ,,Fabaceae,,,,,No determiner,,no,"Carioba, T.M.",,54,--/2021/2020,,4150,Brasil,São Paulo,Itatinga,ITA_39,,,METRO,"43º 2' 34"" N",,"2º 15' 15"" E",,,,
ESA,ESA00144794,ESA,,,Species,FABACEAE ,,Fabaceae,Inga,vera,,,V.C.Souza,--/06/20,no,"Carioba, T.M.",,55,--/2021/2020,,4151,Brasil,São Paulo,Itatinga,ITA_39,,,METRO,"43º 2' 34"" N",,"2º 15' 15"" E",,,,
ESA,ESA00144806,ESA,,,Species,FABACEAE ,,Fabaceae,Parapiptadenia,rigida,,,V.C.Souza,--/06/20,no,"Carioba, T.M.",,67,--/2021/2020,,4137,Brasil,São Paulo,Itatinga,ITA_36,,,METRO,"47º 55' 44"" N",,"0º 15' 22"" W",,,,
ESA,ESA00144808,ESA,,,Species,FABACEAE Anadenanthera peregrina (L.) Speg.,,Fabaceae,Anadenanthera,peregrina,,(L.) Speg.,V.C.Souza,--/06/20,no,"Carioba, T.M.",,69,--/2021/2020,,4211,Brasil,São Paulo,Itatinga,ITA_35,,,METRO,"52º 35' 25"" N",,"56º 47' 34"" E",,,,
ESA,ESA00144809,ESA,,,Species,FABACEAE Senegalia polyphylla (DC.) Britton & Rose,,Fabaceae,Senegalia,polyphylla,,(DC.) Britton & Rose,G.F.Rossi,--/09/21,no,"Carioba, T.M.",,70,--/2021/2020,,4206,Brasil,São Paulo,Itatinga,ITA_35,,,METRO,"52º 35' 25"" N",,"56º 47' 34"" E",,,,
ESA,ESA00144811,ESA,,,Species,FABACEAE ,,Fabaceae,Erythrina,crista-galli,,,V.C.Souza,--/09/21,no,"Carioba, T.M.",,72,--/2021/2020,,4209,Brasil,São Paulo,Itatinga,ITA_35,,,METRO,"52º 35' 25"" N",,"56º 47' 34"" E",,,,
ESA,ESA00144829,ESA,,,Species,FABACEAE ,,Fabaceae,Platypodium,elegans,,,V.C.Souza,--/06/20,no,"Carioba, T.M.",,114,--/2021/2020,,4295,Brasil,São Paulo,Itatinga,ITA_43,,,METRO,"20º 33' 22"" N",,"31º 42' 6"" E",,,,
ESA,ESA00144833,ESA,,,Species,FABACEAE ,,Fabaceae,Mimosa,scabrella,,,V.C.Souza,--/09/21,no,"Derisso, V.D.",,4,--/2021/2020,,9504,Brasil,São Paulo,Itatinga,ITA_42,,,METRO,"30º 11' 38"" N",,"17º 33' 59"" E",,,,
ESA,ESA00144854,ESA,,,Species,FABACEAE Hymenaea courbaril L.,,Fabaceae,Hymenaea,courbaril,,L.,V.C.Souza,--/06/20,no,"Derisso, V.D.",,25,--/2021/2020,,4086,Brasil,São Paulo,Itatinga,ITA_26,,,METRO,"59º 40' 56"" N",,"40º 57' 23"" E",,,,
ESA,ESA00144867,ESA,,,Family,FABACEAE ,,Fabaceae,,,,,No determiner,,no,"Derisso, V.D.",,38,--/2021/2020,,4064,Brasil,São Paulo,Itatinga,ITA_26,,,METRO,"59º 40' 56"" N",,"40º 57' 23"" E",,,,
ESA,ESA00144873,ESA,,,Species,FABACEAE Peltophorum dubium (Spreng.) Taub.,,Fabaceae,Peltophorum,dubium,,(Spreng.) Taub.,V.C.Souza,--/06/20,no,"Derisso, V.D.",,44,--/2021/2020,,4048,Brasil,São Paulo,Itatinga,ITA_26,,,METRO,"59º 40' 56"" N",,"40º 57' 23"" E",,,,
ESA,ESA00144906,ESA,,,Species,FABACEAE ,,Fabaceae,Machaerium,acutifolium,,,V.C.Souza,--/10/21,no,"Furlan, J.S.",,404,--/2021/2020,,15642,Brasil,São Paulo,Itatinga,ITA_62,,,METRO,,,,,,,
ESA,ESA00144982,ESA,,,Species,FABACEAE ,,Fabaceae,Cassia,ferruginea,,,V.C.Souza,--/05/21,no,"Gasparini, A. M.",,25,--/2021/2020,,17998,Brasil,São Paulo,Itatinga,ITA_45,,,METRO,"22º 7' 48"" N",,"43º 46' 12"" E",,,,
ESA,ESA00144991,ESA,,,Species,FABACEAE ,,Fabaceae,Centrolobium,robustum,,,V.C.Souza,--/05/21,no,"Gasparini, A. M.",,34,--/2021/2020,,17984,Brasil,São Paulo,Itatinga,ITA_45,,,METRO,"22º 7' 48"" N",,"43º 46' 12"" E",,,,
ESA,ESA00145001,ESA,,,Species,FABACEAE ,,Fabaceae,Machaerium,villosum,,,V.C.Souza,--/05/21,no,"Gasparini, A. M.",,44,--/2021/2020,,19915,Brasil,São Paulo,Itatinga,ITA_46,,,METRO,"20º 0' 0"" N",,"53º 40' 12"" E",,,,
ESA,ESA00145018,ESA,,,Species,FABACEAE ,,Fabaceae,Piptadenia,gonoacantha,,,V.C.Souza,--/05/21,no,"Gasparini, A. M.",,62,--/2021/2020,,17910,Brasil,São Paulo,Itatinga,ITA_46,,,METRO,"20º 0' 0"" N",,"53º 40' 12"" E",,,,
ESA,ESA00145028,ESA,,,Species,FABACEAE ,,Fabaceae,Bauhinia,forficata,,,V.C.Souza,--/05/21,no,"Gasparini, A. M.",,72,--/2021/2020,,19961,Brasil,São Paulo,Itatinga,ITA_47,,,METRO,"15º 17' 24"" N",,"6º 11' 24"" E",,,,
ESA,ESA00145040,ESA,,,Species,FABACEAE Pterocarpus rohrii Vahl,,Fabaceae,Pterocarpus,rohrii,,Vahl,V.C.Souza,--/05/21,no,"Gasparini, A. M.",,84,--/2021/2020,,19948,Brasil,São Paulo,Itatinga,ITA_47,,,METRO,"15º 17' 24"" N",,"6º 11' 24"" E",,,,
ESA,ESA00145161,ESA,,,Species,FABACEAE Anadenanthera colubrina (Vell.) Brenan,,Fabaceae,Anadenanthera,colubrina,,(Vell.) Brenan,V.C.Souza,--/05/21,no,"Gasparini, A. M.",,209,--/2021/2020,,18878,Brasil,São Paulo,Itatinga,ITA_58,,,METRO,"12º 40' 48"" N",,"2º 42' 36"" E",,,,
ESA,ESA00145165,ESA,,,Species,FABACEAE Anadenanthera colubrina (Vell.) Brenan,,Fabaceae,Anadenanthera,colubrina,,(Vell.) Brenan,V.C.Souza,--/05/21,no,"Gasparini, A. M.",,216,--/2021/2020,,18819,Brasil,São Paulo,Itatinga,ITA_60,,,METRO,"46º 20' 51"" N",,"8º 29' 52"" E",,,,
ESA,ESA00145172,ESA,,,Species,FABACEAE ,,Fabaceae,Dalbergia,frutescens,,,V.C.Souza,--/09/21,no,"Gasparini, A. M.",,224,--/2021/2020,,7679,Brasil,São Paulo,Itatinga,ITA_22,,,METRO,"46º 41' 24"" N",,"14º 31' 48"" E",,,,
ESA,ESA00145197,ESA,,,Species,FABACEAE ,,Fabaceae,Machaerium,hirtum,,,V.C.Souza,--/09/21,no,"Gasparini, A. M.",,250,--/2021/2020,,7602,Brasil,São Paulo,Itatinga,ITA_22,,,METRO,"46º 41' 24"" N",,"14º 31' 48"" E",,,,
