Origin Image,Barcode,Herbarium of Origin,Associated duplicates in Virtual Herbarium,Indicated duplicates the voucher specimen,Rank:,Scientific Name,"Determination qualifier (cf., aff. ou !)",Family,Genus,Species,subsp./var./forma,Author of Taxon,Determiner,Determination Date ,Type,Collector,Other Collectors,Collection Number,From:,To:,Plant description,Country,State,City,Description of Location,Elevation Minimum,Elevation Maximum,Measurement unit,Latitude Minimum,Latitude Maximum,Longitude Minimum,Longitude Maximum,Comments,Updated by,Updated
ESA,ESA068989,ESA,,,Species,FABACEAE Machaerium vestitum Vogel,,Fabaceae,Machaerium,vestitum,,Vogel,No determiner,01/01/1997,no,"Bufo, L.V.B.",,58,--/--/1997,,,Brasil,São Paulo,Porto Feliz,,,,METRO,,,,,,,
ESA,ESA068990,ESA,,,Species,FABACEAE Cassia ferruginea Schrad. ex DC.,,Fabaceae,Cassia,ferruginea,,Schrad. ex DC.,No determiner,01/01/1997,no,"Bufo, L.V.B.",,27,--/--/1997,,,Brasil,São Paulo,Porto Feliz,,,,METRO,,,,,,,
ESA,ESA068992,ESA,,,Species,FABACEAE Copaifera langsdorffii Desf.,,Fabaceae,Copaifera,langsdorffii,,Desf.,No determiner,01/01/1997,no,"Bufo, L.V.B.","Sabadim, P.C.",28,--/--/1997,,,Brasil,São Paulo,Porto Feliz,,,,METRO,,,,,,,
ESA,ESA068999,ESA,,,Species,FABACEAE Peltophorum dubium (Spreng) Taubert,,Fabaceae,Peltophorum,dubium,,(Spreng) Taubert,No determiner,01/01/1997,no,"Bufo, L.V.B.","Sabadim, P.C.",31,--/--/1997,,,Brasil,São Paulo,Porto Feliz,,,,METRO,,,,,,,
ESA,ESA069002,ESA,,,Species,FABACEAE ,,Fabaceae,Machaerium,uncinatum,,,No determiner,02/04/1994,no,"Catharino, E.L.M.",,800,05/22/1986,,,Brasil,São Paulo,Iguape,,,,METRO,,,,,,,
ESA,ESA069004,ESA,,,Species,FABACEAE Machaerium stipitatum Vogel,,Fabaceae,Machaerium,stipitatum,,Vogel,No determiner,,no,"Catharino, E.L.M.",,,09/15/1986,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA069005,ESA,,,Species,FABACEAE Dalbergia brasiliensis Vogel,,Fabaceae,Dalbergia,brasiliensis,,Vogel,No determiner,01/01/1997,no,"Bufo, L.V.B.","Sabadim, P.C.",48,--/--/1997,,,Brasil,São Paulo,Porto Feliz,,,,METRO,,,,,,,
ESA,ESA069006,ESA,,,Species,FABACEAE Machaerium hirtum Raddi,,Fabaceae,Machaerium,hirtum,,Raddi,"Filardi, F.",07/01/1905,no,"Bufo, L.V.B.",,53,--/--/1997,,,Brasil,São Paulo,Porto Feliz,,,,METRO,,,,,,,
ESA,ESA069008,ESA,,,Species,FABACEAE ,,Fabaceae,Machaerium,villosum,,,No determiner,,no,"Bufo, L.V.B.","Sabadim, P.C.",60,--/--/1997,,,Brasil,São Paulo,Porto Feliz,,,,METRO,,,,,,,
ESA,ESA069014,ESA,,,Species,FABACEAE ,,Fabaceae,Machaerium,vestitum,,,No determiner,,no,"Bufo, L.V.B.","Sabadim, P.C.",57,--/--/1997,,,Brasil,São Paulo,Porto Feliz,,,,METRO,,,,,,,
ESA,ESA069015,ESA,,,Species,FABACEAE Machaerium nyctitans (Vell.) Benth.,,Fabaceae,Machaerium,nyctitans,,(Vell.) Benth.,No determiner,01/01/1997,no,"Bufo, L.V.B.",,55,--/--/1997,,,Brasil,São Paulo,Porto Feliz,,,,METRO,,,,,,,
ESA,ESA069016,ESA,,,Species,FABACEAE Bauhinia forficata Link.,,Fabaceae,Bauhinia,forficata,,Link.,No determiner,,no,"Bufo, L.V.B.","Sabadim, P.C.",24,--/--/1997,,,Brasil,São Paulo,Porto Feliz,,,,METRO,,,,,,,
ESA,ESA069026,ESA,,,Species,FABACEAE ,,Fabaceae,Dalbergia,brasiliensis,,,No determiner,,no,"Bufo, L.V.B.","Sabadim, P.C.",47,--/--/1997,,,Brasil,São Paulo,Porto Feliz,,,,METRO,,,,,,,
ESA,ESA069027,ESA,,,Species,FABACEAE ,,Fabaceae,Dalbergia,brasiliensis,,,No determiner,,no,"Bufo, L.V.B.","Sabadim, P.C.",46,--/--/1997,,,Brasil,São Paulo,Porto Feliz,,,,METRO,,,,,,,
ESA,ESA069028,ESA,,,Species,FABACEAE Andira fraxinifolia Benth.,,Fabaceae,Andira,fraxinifolia,,Benth.,"Rodrigues, R.R.",,no,"Bufo, L.V.B.","Sabadim, P.C.",42,--/--/1997,,,Brasil,São Paulo,Porto Feliz,,,,METRO,,,,,,,
ESA,ESA069029,ESA,,,Species,FABACEAE Machaerium stipitatum Vogel,,Fabaceae,Machaerium,stipitatum,,Vogel,No determiner,01/01/1997,no,"Bufo, L.V.B.","Sabadim, P.C.",56,--/--/1997,,,Brasil,São Paulo,Porto Feliz,,,,METRO,,,,,,,
ESA,ESA069030,ESA,,,Species,FABACEAE ,,Fabaceae,Machaerium,nyctitans,,,No determiner,,no,"Galhego, A.A.",,65,07/16/1990,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA069033,ESA,,,Species,FABACEAE Parapiptadenia rigida (Benth.) Brenan,,Fabaceae,Parapiptadenia,rigida,,(Benth.) Brenan,No determiner,01/01/1997,no,"Bufo, L.V.B.","Sabadim, P.C.",94,--/--/1997,,,Brasil,São Paulo,Porto Feliz,,,,METRO,,,,,,,
ESA,ESA069034,ESA,,,Species,FABACEAE Piptadenia gonoacantha (Mart.) J.F.Macbr.,,Fabaceae,Piptadenia,gonoacantha,,(Mart.) J.F.Macbr.,No determiner,01/01/1997,no,"Bufo, L.V.B.","Sabadim, P.C.",95,--/--/1997,,,Brasil,São Paulo,Porto Feliz,,,,METRO,,,,,,,
ESA,ESA069042,ESA,,,Species,FABACEAE Machaerium scleroxylon Tul.,,Fabaceae,Machaerium,scleroxylon,,Tul.,No determiner,,no,"Barreto, K.D.",,2539,05/24/1994,,,Brasil,São Paulo,São Pedro,,,,METRO,,,,,,,
ESA,ESA069043,ESA,,,Species,FABACEAE Machaerium scleroxylon Tul.,,Fabaceae,Machaerium,scleroxylon,,Tul.,No determiner,,no,"Catharino, E.L.M.",,624,01/07/1986,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA069044,ESA,,,Species,FABACEAE Ormosia arborea Harns,,Fabaceae,Ormosia,arborea,,Harns,No determiner,,no,"Labate, G.H.",,1,11/08/1995,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA069059,ESA,,,Species,FABACEAE ,,Fabaceae,Erythrina,verna,,,No determiner,,no,"Martins, R.B.",,83,03/20/1992,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA069126,ESA,,,Species,FABACEAE Erythrina verna Vell.,,Fabaceae,Erythrina,verna,,Vell.,No determiner,03/20/1992,no,"Martins, R.B.",,,08/16/1991,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA069131,ESA,,,Species,FABACEAE Inga lanceifolia Benth.,,Fabaceae,Inga,lanceifolia,,Benth.,No determiner,05/10/2002,no,"Sampaio, P.S.P.","Martins, S.E.",426,02/03/2000,,,Brasil,São Paulo,Bertioga,,,,METRO,,,,,,,
ESA,ESA069132,ESA,,,Genus,FABACEAE ,,Fabaceae,Inga,,,,No determiner,,no,"Sampaio, P.S.P.","Martins, S.E.",293,05/27/1999,,,Brasil,São Paulo,Bertioga,,,,METRO,,,,,,,
ESA,ESA069134,ESA,,,Genus,FABACEAE ,,Fabaceae,Inga,,,,No determiner,,no,"Sampaio, P.S.P. et al.",,200,03/11/1999,,,Brasil,São Paulo,Bertioga,,,,METRO,,,,,,,
ESA,ESA069137,ESA,,,Species,FABACEAE Albizia pedicellaris (DC.) L. Rico,,Fabaceae,Albizia,pedicellaris,,(DC.) L. Rico,"Souza, V.C.",02/24/2012,no,"Martins, S.E.","Sampaio, P.S.P.",616,01/20/2000,,,Brasil,São Paulo,Bertioga,,,,METRO,,,,,,,
ESA,ESA069138,ESA,,,Genus,FABACEAE ,,Fabaceae,Abarema,,,,No determiner,,no,"Magenta, M.A.G. Sampaio, P.S.P.",,247,11/11/1999,,,Brasil,São Paulo,Bertioga,São Lourenço. Fazenda Família Pinto.,,,METRO,,,,,,,
ESA,ESA069178,ESA,,,Species,FABACEAE Cassia leptophylla Vogel,,Fabaceae,Cassia,leptophylla,,Vogel,No determiner,01/01/1999,no,"Kuhlmann, M.",,,01/17/1952,,,Brasil,São Paulo,São Paulo,,,,METRO,,,,,,,
ESA,ESA069179,ESA,,,Species,FABACEAE Cassia ferruginea (Schrad.) Schrad. ex DC.,,Fabaceae,Cassia,ferruginea,,(Schrad.) Schrad. ex DC.,No determiner,01/01/1999,no,"Hoehne, W.",,,11/01/1940,,,Brasil,São Paulo,São Paulo,,,,METRO,,,,,,,
ESA,ESA069180,ESA,,,Genus,FABACEAE ,,Fabaceae,Senna,,,,No determiner,,no,"Assis, F.L.M.",,,01/19/1981,,,Brasil,São Paulo,Campinas,,,,METRO,,,,,,,
ESA,ESA069181,ESA,,,Species,FABACEAE Cassia fistula L.,,Fabaceae,Cassia,fistula,,L.,No determiner,01/01/1999,no,"Soares, I.",,,02/29/1984,,,Brasil,São Paulo,Ibirapuera,,,,METRO,,,,,,,
ESA,ESA069182,ESA,,,Species,FABACEAE Cassia leptophylla Vogel,,Fabaceae,Cassia,leptophylla,,Vogel,No determiner,,no,"Hoehne, W.",,,11/28/1944,,,Brasil,São Paulo,São Paulo,,,,METRO,,,,,,,
ESA,ESA069183,ESA,,,Species,FABACEAE Cassia leptophylla Vogel,,Fabaceae,Cassia,leptophylla,,Vogel,No determiner,,no,"Bessa, J.",,,11/22/1984,,,Brasil,São Paulo,São Paulo,,,,METRO,,,,,,,
ESA,ESA069184,ESA,,,Species,FABACEAE Cassia javanica L.,,Fabaceae,Cassia,javanica,,L.,No determiner,01/01/1999,no,"Grotta, A.S.",,,11/18/1951,,,Brasil,São Paulo,Campinas,,,,METRO,,,,,,,
ESA,ESA069205,ESA,,,Species,FABACEAE Chamaecrista ramosa (Vogel) H.S.Irwin & Barneby,,Fabaceae,Chamaecrista,ramosa,,(Vogel) H.S.Irwin & Barneby,No determiner,08/24/1999,no,"Campos, C.J.",,,04/12/1982,,,Brasil,São Paulo,Botucatu,,,,METRO,,,,,,,
ESA,ESA069206,ESA,,,Species,FABACEAE Chamaecrista ramosa (Vogel) H.S.Irwin & Barneby,,Fabaceae,Chamaecrista,ramosa,,(Vogel) H.S.Irwin & Barneby,No determiner,08/24/1999,no,"Campos, C.J.",,,03/17/1982,,,Brasil,São Paulo,Botucatu,,,,METRO,,,,,,,
ESA,ESA069207,ESA,,,Species,FABACEAE Chamaecrista desvauxii (Collad.) Killip.,,Fabaceae,Chamaecrista,desvauxii,,(Collad.) Killip.,No determiner,08/24/1999,no,"Ono, E.O.",,4,02/28/1986,,,Brasil,São Paulo,Botucatu,,,,METRO,,,,,,,
ESA,ESA069212,ESA,,,Species,FABACEAE Chamaecrista ramosa (Vogel) H.S.Irwin & Barneby,,Fabaceae,Chamaecrista,ramosa,,(Vogel) H.S.Irwin & Barneby,No determiner,08/24/1999,no,"Campos, C.J.",,,03/13/1978,,,Brasil,São Paulo,Botucatu,,,,METRO,,,,,,,
ESA,ESA069213,ESA,,,Species,FABACEAE Chamaecrista ramosa (Vogel) H.S.Irwin & Barneby,,Fabaceae,Chamaecrista,ramosa,,(Vogel) H.S.Irwin & Barneby,No determiner,08/24/1999,no,"Almeida, H.L.",,,11/10/1977,,,Brasil,São Paulo,Botucatu,,,,METRO,,,,,,,
ESA,ESA069214,ESA,,,Species,FABACEAE Senna alata (L.) Roxb.,,Fabaceae,Senna,alata,,(L.) Roxb.,No determiner,01/01/1999,no,"Rampin, V.T.",,826,03/10/1996,,,Brasil,São Paulo,Rio Claro,,,,METRO,,,,,,,
ESA,ESA069215,ESA,,,Species,FABACEAE Cassia ferruginea (Schrad.) Schrad. ex DC.,,Fabaceae,Cassia,ferruginea,,(Schrad.) Schrad. ex DC.,No determiner,01/01/1999,no,"Garcia, R.J.F.",,300,12/15/1992,,,Brasil,São Paulo,São Paulo,,,,METRO,,,,,,,
ESA,ESA069248,ESA,,,Species,FABACEAE Senna multijuga (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,01/01/1999,no,"Cesar, O.",,436,05/15/1985,,,Brasil,São Paulo,Rio Claro,,,,METRO,,,,,,,
ESA,ESA069249,ESA,,,Species,FABACEAE Senna obtusifolia (L.) H.S.Irwin & Barneby,,Fabaceae,Senna,obtusifolia,,(L.) H.S.Irwin & Barneby,No determiner,01/01/1999,no,"Mendes, O.T.",,,11/17/1939,,,Brasil,São Paulo,Pindorama,,,,METRO,,,,,,,
ESA,ESA069251,ESA,,,Species,FABACEAE Cassia grandis L. f.,,Fabaceae,Cassia,grandis,,L. f.,"Romão, G.O.",01/01/1999,no,"Garcia, F.C.P.",,590,12/10/1990,,,Brasil,São Paulo,Rio Claro,,,,METRO,,,,,,,
ESA,ESA069252,ESA,,,Species,FABACEAE Cassia grandis L. f.,,Fabaceae,Cassia,grandis,,L. f.,No determiner,01/01/1999,no,"Cesar, O.",,757,10/15/1986,,,Brasil,São Paulo,Rio Claro,,,,METRO,,,,,,,
ESA,ESA069253,ESA,,,Variety,FABACEAE Cassia ferruginea subsp. velloziana (Schrad.) Schrad. ex DC.,,Fabaceae,Cassia,ferruginea,velloziana,(Schrad.) Schrad. ex DC.,No determiner,01/01/1999,no,"Furlan, A.",,1161,10/26/1989,,,Brasil,São Paulo,Rio Claro,,,,METRO,,,,,,,
ESA,ESA069254,ESA,,,Species,FABACEAE Cassia ferruginea (Schrad.) Schrad. ex DC.,,Fabaceae,Cassia,ferruginea,,(Schrad.) Schrad. ex DC.,No determiner,01/01/1999,no,"Cesar, O.",,620,11/01/1985,,,Brasil,São Paulo,Rio Claro,,,,METRO,,,,,,,
ESA,ESA069255,ESA,,,Species,FABACEAE Senna multijuga (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,01/01/1999,no,"Garcia, F.C.P.",,28,04/30/1987,,,Brasil,São Paulo,Rio Claro,,,,METRO,,,,,,,
ESA,ESA069256,ESA,,,Species,FABACEAE Senna multijuga (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,07/03/1997,no,"Souza, H.M.",,,04/28/1972,,,Brasil,São Paulo,Rio Claro,,,,METRO,,,,,,,
ESA,ESA069257,ESA,,,Species,FABACEAE Senna multijuga (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,07/03/1997,no,"Moraes, F.A.L.",,,05/09/1989,,,Brasil,São Paulo,Campinas,,,,METRO,,,,,,,
ESA,ESA069258,ESA,,,Species,FABACEAE Senna multijuga (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,01/01/1999,no,"Cesar, O.",,437,05/15/1985,,,Brasil,São Paulo,Rio Claro,,,,METRO,,,,,,,
ESA,ESA069259,ESA,,,Species,FABACEAE Senna multijuga (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,07/03/1997,no,"Castro, J.B.","Kiehl, J.",,02/16/1939,,,Brasil,São Paulo,Cunha,,,,METRO,,,,,,,
ESA,ESA069260,ESA,,,Species,FABACEAE Senna multijuga (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,01/01/1999,no,"Hoehne, W.",,,02/26/1945,,,Brasil,São Paulo,São Paulo,,,,METRO,,,,,,,
ESA,ESA069367,ESA,,,Species,FABACEAE Inga edulis (Vell.) Mart.,,Fabaceae,Inga,edulis,,(Vell.) Mart.,No determiner,,no,"Franco, G.A.D.C.","Ferreira, L.,Rodrigues, R.R.,Souza, V.C.,Tamashiro, J.Y.,Zidko, A.,Baptista, V.R.,Cielo Filho, R.",2972,04/22/2000,,"Árvore ca. 5 m de altura, frutos maduros marrom",Brasil,São Paulo,São Sebastião,"Praia Barra da Una / Boracéia. Estrada de acesso da Fazenda Águas do Bento. Floresta de restinga. Planície Fluvio Marinha, Formação Cananéia. Borda paralela à estrada",30,30,METRO,"23731667º 0' 0"" S",,"45766944º 0' 0"" W",,,,
ESA,ESA069369,ESA,,,Species,FABACEAE Pterocarpus rohrii Vahl,,Fabaceae,Pterocarpus,rohrii,,Vahl,No determiner,,no,"Franco, G.A.D.C.","Ferreira, L.,Rodrigues, R.R.,Souza, V.C.,Tamashiro, J.Y.,Zidko, A.,Baptista, V.R.,Cielo Filho, R.",2968,04/22/2000,,"Árvore ca. 5 m de altura, frutos maduros marron e frutos imaturos verdes",Brasil,São Paulo,São Sebastião,"Praia Barra da Una / Boracéia. Estrada de acesso da Fazenda Águas do Bento. 30 m.s.m. Floresta de restinga. Planície Fluvio Marinha, Formação Cananéia. Borda paralela à estrada",30,30,METRO,"23731667º 0' 0"" S",,"45766944º 0' 0"" W",,,,
ESA,ESA069370,ESA,,,Species,FABACEAE Inga sessilis (Vell.) Mart.,,Fabaceae,Inga,sessilis,,(Vell.) Mart.,No determiner,04/18/2000,no,"Franco, G.A.D.C. et al.",,2907,04/18/2000,,,Brasil,São Paulo,Caraguatatuba,,,,METRO,,,,,,,
ESA,ESA069375,ESA,,,Species,FABACEAE Chamaecrista rotundifolia (Pers.) Greene,,Fabaceae,Chamaecrista,rotundifolia,,(Pers.) Greene,No determiner,08/24/1999,no,"Freire, E.S.",,11,11/23/1980,,,Brasil,São Paulo,Botucatu,,,,METRO,,,,,,,
ESA,ESA069377,ESA,,,Species,FABACEAE Chamaecrista rotundifolia (Pers.) Greene,,Fabaceae,Chamaecrista,rotundifolia,,(Pers.) Greene,No determiner,08/24/1999,no,"Mira, J.R.R.",,18,10/06/1974,,,Brasil,São Paulo,Botucatu,,,,METRO,,,,,,,
ESA,ESA069379,ESA,,,Species,FABACEAE Senna pendula (Willd.) H.S.Irwin & Barneby,,Fabaceae,Senna,pendula,,(Willd.) H.S.Irwin & Barneby,No determiner,01/01/1999,no,"Campos, C.J.",,,06/18/1974,,,Brasil,São Paulo,Botucatu,,,,METRO,,,,,,,
ESA,ESA069380,ESA,,,Species,FABACEAE Senna pendula (Willd.) H.S.Irwin & Barneby,,Fabaceae,Senna,pendula,,(Willd.) H.S.Irwin & Barneby,No determiner,01/01/1999,no,"Bicudo, L.R.H. et al.",,1059,05/06/1986,,,Brasil,São Paulo,Botucatu,,,,METRO,,,,,,,
ESA,ESA069381,ESA,,,Species,FABACEAE Senna pendula (Willd.) H.S.Irwin & Barneby,,Fabaceae,Senna,pendula,,(Willd.) H.S.Irwin & Barneby,No determiner,01/01/1999,no,"Campos, C.J.",,,03/30/1982,,,Brasil,São Paulo,Rubião Júnior,,,,METRO,,,,,,,
ESA,ESA069394,ESA,,,Species,FABACEAE Senna pendula (Willd.) H.S.Irwin & Barneby,,Fabaceae,Senna,pendula,,(Willd.) H.S.Irwin & Barneby,No determiner,04/01/2000,no,"Franco, G.A.D.C.","Rodrigues, R.R.,Souza, V.C.,Tamashiro, J.Y.,Matteo, B.C.,Passold, A.J.,Nogueira, L.,Giarola, N.,Fonseca, M.G.",2988,04/23/2000,,Árvore com aproximadamente 2m de altura. Pétalas amarelas. Frutos imaturos verdes.,Brasil,São Paulo,São Sebastião,"Praia da Baleia, rua Olavo Pazzanesi, 100 m da antiga Rio-Santos, remanescente margeando loteamentos. 10 m.s.m. Caxetal com perturbação. Borda de estrada",,,METRO,"23º 27' 36"" S",,"45º 23' 24"" W",,,,
ESA,ESA069435,ESA,,,Species,FABACEAE Senna alata (L.) Roxb,,Fabaceae,Senna,alata,,(L.) Roxb,"Romão, G.O.",10/01/2012,no,"Handro, O.",,2265,12/02/1974,,,Brasil,São Paulo,São Paulo,,,,METRO,,,,,,,
ESA,ESA069449,ESA,,,Species,FABACEAE Caesalpinia echinata Lam.,,Fabaceae,Caesalpinia,echinata,,Lam.,No determiner,,no,"Belmonte, U.C.F.",,2,10/04/1999,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA069459,ESA,,,Species,FABACEAE ,,Fabaceae,Caesalpinia,echinata,,,"Lewis, G.P.",07/01/1905,no,Zeferino C.V.,,1,10/04/1999,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA069467,ESA,,,Species,FABACEAE Enterolobium contortisiliquum (Vell.) Morong,,Fabaceae,Enterolobium,contortisiliquum,,(Vell.) Morong,No determiner,10/23/1999,no,"Queiroz, O.C.M.","Martins, M.",1,10/05/1999,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA069468,ESA,,,Species,FABACEAE Caesalpinia echinata Lam.,,Fabaceae,Caesalpinia,echinata,,Lam.,No determiner,,no,"Condini, F.G.M.",,1,10/04/1999,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA069469,ESA,,,Species,FABACEAE Enterolobium contortisiliquum (Vell.) Morong,,Fabaceae,Enterolobium,contortisiliquum,,(Vell.) Morong,No determiner,10/20/1999,no,"Yamamoto, F.M.","Gutierrez, F.S.",1,10/05/1999,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA069473,ESA,,,Species,FABACEAE Caesalpinia echinata Lam.,,Fabaceae,Caesalpinia,echinata,,Lam.,No determiner,09/18/1999,no,"Carvalho, V.B.P.","Maique, T.",2,09/04/1999,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA069474,ESA,,,Species,FABACEAE Caesalpinia echinata Lam.,,Fabaceae,Caesalpinia,echinata,,Lam.,No determiner,10/24/1999,no,"Pérez, G.F.E.",,,10/04/1999,,,Brasil,São Paulo,Piracicaba,,,,METRO,,,,,,,
ESA,ESA069610,ESA,,,Species,FABACEAE Senna multijuga (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,01/01/1999,no,"Costa, R. et al.",,56,05/07/1988,,,Brasil,São Paulo,Ubatuba,,,,METRO,,,,,,,
ESA,ESA069611,ESA,,,Species,FABACEAE Senna multijuga (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,01/01/1999,no,"Furlan, A. et al.",,373,04/08/1988,,,Brasil,São Paulo,Ubatuba,,,,METRO,,,,,,,
ESA,ESA069612,ESA,,,Variety,FABACEAE Senna multijuga subsp. lindleyana (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,lindleyana,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,01/01/1999,no,"Garcia, F.C.P.",,,08/12/1993,,,Brasil,São Paulo,Ubatuba,,,,METRO,,,,,,,
ESA,ESA069613,ESA,,,Variety,FABACEAE Senna multijuga subsp. lindleyana (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,lindleyana,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,07/03/1997,no,"Piccolo, A.L.G.",,,12/21/1977,,,Brasil,São Paulo,Rio Claro,,,,METRO,,,,,,,
ESA,ESA069614,ESA,,,Variety,FABACEAE Senna multijuga subsp. lindleyana (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,lindleyana,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,07/03/1997,no,"Gabriel, J.L.C.",,,02/27/1987,,,Brasil,São Paulo,Botucatu,,,,METRO,,,,,,,
ESA,ESA069615,ESA,,,Variety,FABACEAE Senna multijuga subsp. lindleyana (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,lindleyana,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,07/03/1997,no,"Amaral, M.C.S.",,,02/26/1981,,,Brasil,São Paulo,Mairiporã,,,,METRO,,,,,,,
ESA,ESA069616,ESA,,,Variety,FABACEAE Senna multijuga subsp. lindleyana (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,lindleyana,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,07/03/1997,no,"Gabriel, J.L.C.",,,02/09/1988,,,Brasil,São Paulo,Botucatu,,,,METRO,,,,,,,
ESA,ESA069617,ESA,,,Variety,FABACEAE Senna multijuga subsp. lindleyana (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,lindleyana,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,07/03/1997,no,"Garcia, F.C.P.",,,02/06/1985,,,Brasil,São Paulo,Rio Claro,,,,METRO,,,,,,,
ESA,ESA069618,ESA,,,Variety,FABACEAE Senna multijuga subsp. lindleyana (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,lindleyana,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,07/03/1997,no,"Hoehne, F.C.",,162,03/08/1932,,,Brasil,São Paulo,São Paulo,,,,METRO,,,,,,,
ESA,ESA069619,ESA,,,Variety,FABACEAE Senna multijuga subsp. lindleyana (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,lindleyana,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,07/03/1997,no,"Sugyiama, M.","Mariano Neto, E.",,03/24/1995,,,Brasil,São Paulo,Santo André,,,,METRO,,,,,,,
ESA,ESA069620,ESA,,,Variety,FABACEAE Senna multijuga subsp. lindleyana (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,lindleyana,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,07/18/1997,no,M.,F.A.L.,,01/19/1981,,,Brasil,São Paulo,Campinas,,,,METRO,,,,,,,
ESA,ESA069621,ESA,,,Variety,FABACEAE Senna multijuga subsp. lindleyana (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,lindleyana,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,07/03/1997,no,"Assis, L.M.F.",,,01/19/1981,,,Brasil,São Paulo,Campinas,,,,METRO,,,,,,,
ESA,ESA069622,ESA,,,Variety,FABACEAE Senna multijuga subsp. lindleyana (L.C.Rich.) H.S.Irwin & Barneby,,Fabaceae,Senna,multijuga,lindleyana,(L.C.Rich.) H.S.Irwin & Barneby,No determiner,07/03/1997,no,"Assis, L.M.F.",,,01/19/1981,,,Brasil,São Paulo,Campinas,,,,METRO,,,,,,,
ESA,ESA069623,ESA,,,Species,FABACEAE Senna hirsuta (L.) H.S.Irwin & Barneby,,Fabaceae,Senna,hirsuta,,(L.) H.S.Irwin & Barneby,No determiner,01/01/1999,no,"Hoehne, W.",,,02/14/1947,,,Brasil,São Paulo,São Paulo,,,,METRO,,,,,,,
ESA,ESA069624,ESA,,,Species,FABACEAE Senna macranthera (DC. ex Collad.) H.S.Irwin & Barneby,,Fabaceae,Senna,macranthera,,(DC. ex Collad.) H.S.Irwin & Barneby,"Romão, G.O.",--/--/1999,no,Savina,,,01/31/1986,,,Brasil,São Paulo,Campinas,,,,METRO,,,,,,,
